Product Code,Product Label,"UAE export to vietnam Value in 2022, USD thousands","annual growth export from uae to vietnam in value between 2018-2022, %, p.a","vietnam Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"import Value vietnam from world in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported from world to vietnam in 2022 ,Quantity unit ,Unit value (USD/unit) ,"UAE export to world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","UAE Share in world exports, % ",Quantity exported from UAE to world  in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excl. horizontal . . .", , , ,0, , , ,,"14,770",-6,1,0,Tons, ,1, ,0,0,Tons, ,7
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excl. horizontal . . .", , , ,9, , , ,,"4,817",-18,2,0,No quantity, ,102,-21,0,0,No quantity, ,11
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal", , , ,0, , , ,,303,-21,0,0,Tons, ,10,-53,0,0,Tons, ,
845921,"Drilling machines for working metal, numerically controlled (excl. way-type unit head machines)", , , ,0, , , ,,"6,816",-2,3,0,No quantity, , , , ,0,No quantity, ,18
845929,"Drilling machines for working metal, not numerically controlled (excl. way-type unit head machines . . .", , , ,2, , , ,,"8,097",0,2,0,No quantity, ,382,3,0,0,No quantity, ,61
845931,"Boring-milling machines for metals, numerically controlled (excl. way-type unit head machines)", , , ,0, , , ,,"4,145",62,1,0,Tons, , , , ,0,Tons, ,
845939,"Boring-milling machines for metals, not numerically controlled (excl. way-type unit head machines)", , , ,0, , , ,,389,-19,0,0, , ,128,-1,0,0, , ,6
845941,"Boring machines for metals, numerically controlled (excl. way-type unit head machines and boring-milling . . .", , , ,0, , , ,,"1,071",-14,1,0,No quantity, ,9,-60,0,0,No quantity, ,
845949,"Boring machines for metals, not numerically controlled (excl. way-type unit head machines and . . .", , , ,0, , , ,,195,-27,1,0, , ,18,-30,0,0, , ,
845951,"Milling machines for metals, knee-type, numerically controlled", , , ,0, , , ,,"2,294",-9,4,0, , ,5,-69,0,0, , ,1
845959,"Milling machines for metals, knee-type, not numerically controlled", , , ,0, , , ,,"1,898",-9,2,0,No quantity, ,134,3,0,0,No quantity, ,
845961,"Milling machines for metals, numerically controlled (excl. way-type unit head machines, boring-milling . . .", , , ,0, , , ,,"17,171",-4,2,0,No quantity, ,100,-28,0,0,No quantity, ,11
845969,"Milling machines for metals, not numerically controlled (excl. way-type unit head machines, . . .", , , ,0, , , ,,"12,363",-15,5,0,No quantity, ,86,25,0,0,No quantity, ,49
845970,Threading or tapping machines for metals (excl. way-type unit head machines), , , ,0, , , ,,"6,428",-16,5,0,No quantity, ,121,20,0,0,No quantity, ,47
846012,"Flat-surface grinding machines for finishing metal, numerically controlled", , , ,0, , , ,,"8,134",-11,2,0,Tons, ,14,-56,0,0,Tons, ,
846019,"Flat-surface grinding machines for finishing metal, not numerically controlled", , , ,0, , , ,,"6,580",-2,3,0,No quantity, ,21,-26,0,0,No quantity, ,
846022,"Centreless grinding machines for finishing metal, numerically controlled (other than gear finishing . . .", , , ,0, , , ,,"1,907",-13,2,0, , ,1,-57,0,0, , ,
846023,"Cylindrical grinding machines for finishing metal, numerically controlled (excl. gear finishing . . .", , , ,0, , , ,,"12,487",-12,2,0,No quantity, ,19,-46,0,0,No quantity, ,
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical . . .", , , ,0, , , ,,"9,869",-13,2,0,No quantity, ,9,-49,0,0,No quantity, ,
846029,"Grinding machines for finishing metal, not numerically controlled (excl. flat-surface and gear . . .", , , ,0, , , ,,"6,586",-12,2,0,No quantity, ,66,25,0,0,No quantity, ,
846031,"Sharpening ""tool or cutter grinding"" machines, numerically controlled", , , ,0, , , ,,"9,544",-2,2,0,Tons, ,27,13,0,0,Tons, ,
846039,"Sharpening ""tool or cutter grinding"" machines, not numerically controlled", , , ,0, , , ,,"3,715",3,2,0,No quantity, ,38,-8,0,0,No quantity, ,
846040,"Honing or lapping machines, for working metals, metal carbides or cermets (excl. gear cutting, . . .", , , ,0, , , ,,"10,907",-7,4,0,Tons, ,31,-23,0,0,Tons, ,12
846090,"Machines for deburring, polishing or otherwise finishing metal or cermets (excl. grinding, . . .", , , ,2, , , ,,"16,359",0,3,0,No quantity, ,271,1,0,0,No quantity, ,
846120,"Shaping or slotting machines, for working metals, metal carbides or cermets", , , ,5, , , ,,829,3,2,0,No quantity, ,13,-39,0,0,No quantity, ,
846130,"Broaching machines, for working metals, metal carbides or cermets", , , ,0, , , ,,242,-14,1,0,No quantity, ,32,21,0,0,No quantity, ,
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides . . .", , , ,0, , , ,,"6,196",4,1,0,No quantity, ,205,5,0,0,No quantity, ,3
846150,"Sawing or cutting-off machines, for working metals, metal carbides or cermets (excl. machines . . .", , , ,5, , , ,,"75,485",7,7,0,No quantity, ,489,-4,0,0,No quantity, ,57
846190,"Planing machines and other machine tools for working metals, metal carbides or cermets by removing . . .", , , ,3, , , ,,"7,439",-8,4,0,No quantity, ,337,-13,0,0,No quantity, ,16
846210,"Forging or die-stamping machines, incl. presses, and hammers", , , ,2, , , ,,"49,437",1,4,0,No quantity, ,179,9,0,0,No quantity, ,37
846221,"Bending, folding, straightening or flattening machines, incl. presses, numerically controlled, . . .", , , ,0, , , ,,"75,622",11,3,0,No quantity, ,952,20,0,0,No quantity, ,
846229,"Bending, folding, straightening or flattening machines for flat products (excl. numerically . . .", , , ,0, , , ,,"21,999",-11,2,0,No quantity, ,907,3,0,0,No quantity, ,
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined . . .", , , ,0, , , ,,"10,042",-11,5,0,No quantity, ,4,-57,0,0,No quantity, ,16
846239,"Shearing machines, for flat products (excl. slitting lines, cut-to-length lines, presses, combined . . .", , , ,0, , , ,,"14,157",-1,2,0,No quantity, ,161,-36,0,0,No quantity, ,56
846241,"Punching or notching machines, incl. presses, and combined punching and shearing machines, . . .", , , ,0, , , ,,"11,891",-18,4,0,No quantity, ,10,-20,0,0,No quantity, ,13
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing . . .", , , ,0, , , ,,"5,232",-6,2,0,No quantity, ,941,65,1,0,No quantity, ,92
846291,"Hydraulic presses for working metal (excluding forging, bending, folding, straightening and . . .", , , ,0, , , ,,"8,792",-24,3,0,No quantity, ,329,-29,0,0,No quantity, ,109
846299,"Presses, not hydraulic, for working metal (excluding forging, bending, folding, straightening . . .", , , ,0, , , ,,"51,794",-1,3,0,No quantity, ,121,-17,0,0,No quantity, ,35
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like", , , ,0, , , ,,"29,844",2,8,0,Tons, ,49,39,0,0,Tons, ,26
846320,"Thread rolling machines, for working metal", , , ,0, , , ,,"4,116",-9,4,0,Tons, ,104,-27,0,0,Tons, ,
846330,"Machine tools for working metal wire, without removing material (excl. wire bending machines . . .", , , ,0, , , ,,"17,291",0,3,0,Tons, ,"1,552",407,0,0,Tons, ,23
846390,"Machine tools for working metal, sintered metal carbides or cermets, without removing metal . . .", , , ,0, , , ,,"15,807",-22,2,0,No quantity, ,827,56,0,0,No quantity, ,32
846410,"Sawing machines for working stone, ceramics, concrete, asbestos-cement or like mineral materials . . .", , , ,0, , , ,,"21,385",6,3,0,No quantity, ,89,-1,0,0,No quantity, ,
846420,"Grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like . . .", , , ,0, , , ,,"35,382",-4,4,0,No quantity, ,178,-4,0,0,No quantity, ,
846490,"Machine tools for working stones, concrete, asbestos cement or similar mineral substances or . . .", , , ,0, , , ,,"34,706",4,3,0,No quantity, ,297,-25,0,0,No quantity, ,
846510,"Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, . . .", , , ,0, , , ,,"4,006",-22,0,0,No quantity, ,1, ,0,0,No quantity, ,16
846520,"Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard . . .", , , ,3, , , ,,"5,020",-2,1,0,No quantity, , , , ,0,No quantity, ,
846591,"Sawing machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials . . .", , , ,3, , , ,,"56,070",9,2,0,No quantity, ,485,24,0,0,No quantity, ,
846592,"Planing, milling or moulding -by cutting- machines, for working wood, cork, bone, hard rubber, . . .", , , ,3, , , ,,"45,745",13,5,0,No quantity, ,"1,130",6,0,0,No quantity, ,
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics . . .", , , ,3, , , ,,"39,190",6,8,0,No quantity, ,404,35,0,0,No quantity, ,
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or . . .", , , ,3, , , ,,"24,731",-2,5,0,No quantity, ,50,-16,0,0,No quantity, ,
846595,"Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or . . .", , , ,3, , , ,,"56,144",22,11,0,No quantity, ,204,11,0,0,No quantity, ,
846596,"Splitting, slicing or paring machines, for working wood (excl. machining centres)", , , ,3, , , ,,"46,078",28,7,0,Tons, ,30,-26,0,0,Tons, ,
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials . . .", , , ,3, , , ,,"199,056",16,12,0,No quantity, ,885,-4,0,0,No quantity, ,
846610,"Tool holders, incl. tool holders for any type of tool for working in the hand, and self-opening . . .", , , ,0, , , ,,"43,976",28,1,0,No quantity, ,185,1,0,0,No quantity, ,
846620,Work holders for machine tools, , , ,0, , , ,,"38,099",16,2,0,No quantity, ,344,51,0,0,No quantity, ,
846630,"Dividing heads and other special attachments for machine tools, n.e.s.", , , ,0, , , ,,"12,975",52,1,0,No quantity, ,64,5,0,0,No quantity, ,
846691,"Parts and accessories for machine tools for working stone, ceramics, concrete, asbestos-cement . . .", , , ,0, , , ,,"31,825",12,5,0,No quantity, ,134,1,0,0,No quantity, ,
846692,"Parts and accessories for machine tools for working wood, cork, bone, hard rubber, hard plastics . . .", , , ,0, , , ,,"58,590",13,3,0,No quantity, ,394,-17,0,0,No quantity, ,
846693,Parts and accessories for machine tools for working material by removing material of headings . . ., , , ,0, , , ,,"116,257",22,1,0,No quantity, ,"1,679",11,0,0,No quantity, ,
846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.", , , ,0, , , ,,"90,851",3,2,0,No quantity, ,"2,828",63,0,0,No quantity, ,
846711,"Tools for working in the hand, pneumatic, rotary type, incl. combined rotary-percussion", , , ,0, , , ,,"8,155",-2,1,0,No quantity, ,159,-9,0,0,No quantity, ,12
846719,"Pneumatic tools for working in the hand, non-rotary type", , , ,0, , , ,,"13,242",7,1,0,No quantity, ,736,-11,0,0,No quantity, ,74
846721,"Drills of all kinds for working in the hand, with self-contained electric motor", , , ,10, , , ,,"55,674",3,1,0,No quantity, ,"1,421",13,0,0,No quantity, ,30
846722,"Saws for working in the hand, with self-contained electric motor", , , ,10, , , ,,"16,826",4,0,0,No quantity, ,"2,103",44,0,0,No quantity, ,2
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excl. . . .", , , ,10, , , ,,"130,646",13,1,0,No quantity, ,"1,355",-2,0,0,No quantity, ,41
846781,"Chainsaws for working in the hand, with self-contained non-electric motor", , , ,0, , , ,,"17,487",2,1,0,No quantity, ,716,93,0,0,No quantity, ,9
846789,"Tools for working in the hand, hydraulic or with self-contained non-electric motor (excl. chainsaws . . .", , , ,0, , , ,,"35,222",11,1,0,No quantity, ,"1,336",20,0,0,No quantity, ,23
846791,"Parts of chainsaws, for working in the hand, with self-contained electric or non-electric motor, . . .", , , ,0, , , ,,"12,361",-4,2,0,No quantity, ,250,44,0,0,No quantity, ,2
846792,"Parts of pneumatic tools for working in the hand, n.e.s.", , , ,0, , , ,,"13,946",7,2,0,No quantity, ,114,25,0,0,No quantity, ,3
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric . . .", , , ,5, , , ,,"362,447",142,12,0,No quantity, ,880,-11,0,0,No quantity, ,146
846810,"Hand-held blow pipes, gas-operated, for soldering, brazing or welding", , , ,0, , , ,,"1,382",6,1,0,No quantity, ,35,-37,0,0,No quantity, ,1
846820,"Gas-operated machinery and apparatus for soldering, brazing, welding or surface tempering (excl. . . .", , , ,0, , , ,,"3,817",5,3,0,No quantity, ,157,44,0,0,No quantity, ,15
846880,"Machinery and apparatus for welding, not gas-operated (excl. electric machines and apparatus . . .", , , ,0, , , ,,"10,589",9,4,0,No quantity, ,"1,550",0,1,0,No quantity, ,34
846890,"Parts of machinery and apparatus for soldering, brazing, welding or surface tempering, non-electric, . . .", , , ,0, , , ,,"19,664",36,4,0,No quantity, ,206,6,0,0,No quantity, ,21
847010,Electronic calculators capable of operation without an external source of electric power and . . ., , , ,0, , , ,,"11,506",-1,1,0,No quantity, ,351,15,0,0,No quantity, ,24
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excl. . . .", , , ,0, , , ,,48,-12,0,0,No quantity, ,15,-9,0,0,No quantity, ,1
847029,"Electronic calculating machines not incorporating a printing device, with mains connection . . .", , , ,0, , , ,,277,5,0,0,No quantity, ,25,-29,0,0,No quantity, ,4
847030,"Calculating machines, non-electronic", , , ,0, , , ,,35,-25,0,0,No quantity, ,41,-4,0,0,No quantity, ,
847050,Cash registers incorporating a calculating device, , , ,0, , , ,,"14,889",-3,0,0,No quantity, ,"4,457",22,0,0,No quantity, ,-
847090,"Accounting machines, postage-franking machines, ticket-issuing machines and similar machines, . . .", , , ,0, , , ,,"2,190",-20,0,0,No quantity, ,69,-6,0,0,No quantity, ,3
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a . . .", , , ,0, , , ,,"1,018,779",22,1,0,No quantity, ,"136,235",28,0,0,No quantity, ,
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing . . .", , , ,0, , , ,,"110,045",2,1,0,No quantity, ,"22,158",26,0,0,No quantity, ,
847149,"Data-processing machines, automatic, presented in the form of systems ""comprising at least . . .", , , ,0, , , ,,"59,752",12,0,0,No quantity, ,"12,291",17,0,0,No quantity, ,
847150,"Processing units for automatic data-processing machines, whether or not containing in the same . . .", , , ,0, , , ,,"302,239",16,0,0,No quantity, ,"60,538",42,0,0,No quantity, ,
847160,"Input or output units for automatic data-processing machines, whether or not containing storage . . .", , , ,0, , , ,,"406,187",16,2,0,No quantity, ,"20,311",20,0,0,No quantity, ,
847170,Storage units for automatic data-processing machines, , , ,0, , , ,,"362,751",17,0,0,No quantity, ,"35,695",36,0,0,No quantity, ,312
847180,"Units for automatic data-processing machines (excl. processing units, input or output units . . .", , , ,0, , , ,,"106,898",18,0,0,No quantity, ,"7,675",-24,0,0,No quantity, ,278
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and . . .", , , ,1, , , ,,"50,727",10,1,0,No quantity, ,"7,321",-3,0,0,No quantity, ,433
847210,"Duplicating machines ""hectograph or stencil"" (excl. printing machines and photocopying or thermo-copying . . .", , , ,3, , , ,,10,-19,0,0,Tons, ,12,10,0,0,Tons, ,5
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines . . .", , , ,3, , , ,,245,30,0,0,Tons, ,8,-3,0,0,Tons, ,
847290,"Office machines, n.e.s.", , , ,1, , , ,,"33,984",8,1,0,No quantity, ,"1,858",-23,0,0,No quantity, ,
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or . . .", , , ,0, , , ,,"2,934",19,2,0,No quantity, ,135,49,0,0,No quantity, ,1
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers . . .", , , ,0, , , ,,"19,325",6,1,0,No quantity, ,"1,034",-9,0,0,No quantity, ,13
847330,Parts and accessories of automatic data-processing machines or for other machines of heading . . ., , , ,0, , , ,,"2,077,810",14,1,0,No quantity, ,"42,769",6,0,0,No quantity, ,
847340,"Parts and accessories of other office machines of heading 8472, n.e.s.", , , ,0, , , ,,"106,046",103,4,"6,267",No quantity,"16,921","1,556",-22,0,187,No quantity,"58,727",
847350,Parts and accessories equally suitable for use with machines of two or more of the headings . . ., , , ,0, , , ,,"13,175",16,2,0,No quantity, ,901,-9,0,107,No quantity,"69,009",
847410,"Sorting, screening, separating or washing machines for solid mineral substances, incl. those . . .", , , ,2, , , ,,"27,773",3,1,0,No quantity, ,"2,560",0,0,0,No quantity, ,83
847420,Crushing or grinding machines for solid mineral substances, , , ,2, , , ,,"54,869",-9,1,0,No quantity, ,827,10,0,0,No quantity, ,296
847431,Concrete or mortar mixers (excl. those mounted on railway wagons or lorry chassis), , , ,2, , , ,,"11,357",-1,1,0,No quantity, ,601,-28,0,0,No quantity, ,54
847432,Machines for mixing mineral substances with bitumen, , , ,3, , , ,,"6,940",30,2,0,Tons, ,6,-28,0,0,Tons, ,10
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form . . .", , , ,2, , , ,,"12,040",-9,2,0,No quantity, ,920,21,0,0,No quantity, ,69
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened . . .", , , ,2, , , ,,"48,856",-7,2,0,No quantity, ,980,-8,0,0,No quantity, ,-
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.", , , ,0, , , ,,"80,536",14,1,0,No quantity, ,"30,804",7,0,0,No quantity, ,565
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass . . .", , , ,0, , , ,,881,-3,2,0,No quantity, , , , ,0,No quantity, ,26
847521,Machines for making optical fibres and preforms thereof, , , ,0, , , ,,"1,318",27,1,0,No quantity, , , , ,0,No quantity, ,
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical . . ., , , ,0, , , ,,"16,754",-20,2,0,No quantity, ,94,-30,0,0,No quantity, ,7
847590,"Parts of machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, . . .", , , ,0, , , ,,"48,944",99,1,0,No quantity, ,"71,003",198,1,0,No quantity, ,6
847621,Automatic beverage-vending machines incorporating heating or refrigerating devices, , , ,0, , , ,,"4,813",23,1,0,No quantity, ,33,70,0,0,No quantity, ,
