company name,contact number,area,product category 1,product category 2
"CONAGRA FOODS MEXICO, S.A. DE C.V.",tel:+52 462 623 8800,Irapuato - Mexico,Food,"Fruit, processed"
"MUEBLERIA BONANZA, S.A.",tel:+52 664 634 6432,Tijuana - Mexico,"Furniture, domestic",Furniture and linen
"GONHER DE MEXICO, S.A. DE C.V.",tel:+52 81 8153 3100,Santa catarina - Mexico,Additives and chemical agents,Chemical products
"INDUSTRIAS DISEÑADORAS DE AUTOPARTES S.A. DE C.V., IDDEA.",tel:+52 33 3942 0204,Guadalajara - Mexico,"Plastic products, for the automotive industry",Plastic products
"FAURECIA SISTEMAS AUTOMOTRICES DE MEXICO, S.A. DE C.V.",tel:+52 222 229 8700,Puebla - Mexico,Preheater system components for internal combustion engine,Engines and mechanical parts
"SISTEMAS VALVULAS Y CONTROLES, S.A. DE C.V.",tel:+52 55 5825 0200,Atizapán de zaragoza - Mexico,Hydraulic engines and turbines,Engines and mechanical parts
"PORCELANITE LAMOSA, S.A. DE C.V. (Corporativo)",tel:+52 81 8047 4000,San pedro garza garcía - Mexico,Raw gypsum and anhydrite,Ores and minerals
"BEBIDAS MUNDIALES, S.A. DE C.V., Planta",tel:+52 81 8329 5900,Monterrey - Mexico,Beverages,Cordials (squash)
"IBM DE MEXICO COMERCIALIZACION Y SERVICIOS, S.A. DE C.V.",tel:+52 55 5270 3000,México - Mexico,Information technology (IT) and Internet,Personal computers (PC)
"DISTRIBUIDORA ALEN, S.A. DE C.V., INDUSTRIAS ALEN (CENTRO DE DISTRIBUCION)",tel:+52 81 8122 1000,Santa catarina - Mexico,Hygiene and cleaning,Cleaning products and detergents
"IMPORTACIONES PROGRESO, S.A. DE C.V.",tel:+52 444 813 3405,San luis potosí - Mexico,"Leathers, furs and their products","Fancy goods, leather"
"VIÑEDOS PRIMA, S.A. DE C.V.",tel:+52 662 261 0320,Hermosillo - Mexico,Agriculture and forestry,Stone fruits
"OPTICA CRISTAL 16 DE SEPTIEMBRE, S.A. DE C.V., COMERCIALIZADORA OPTICA DE OCCIDENTE",tel:+52 33 3614 5285,Guadalajara - Mexico,"Health, medical and pharmaceutical",Parapharmaceutical preparations
"SUPER MAYOREO NATURISTA, S.A. DE C.V.",tel:+52 55 9140 2600,Naucalpan de juárez - Mexico,Food,Milks
"MAQUINARIA AGRICOLA SINALOENSE, S.A. DE C.V.",tel:+52 667 714 1035,Culiacán - Mexico,Agricultural and forestry machinery and equipment,Agricultural tractors
"PERKIN ELMER DE MEXICO, S.A. DE C.V.",tel:+52 55 5337 0700,México - Mexico,Lasers,"Optical, photographic and cinematographic equipment"
"HEIDELBERG MEXICO, S. DE R.L. DE C.V.",tel:+52 55 5010 6210,México - Mexico,Paper and board,Paper and board for restoration and framing
"ALPHA HI-LEX, S.A. DE C.V.",tel:+52 442 246 9008,Querétaro - Mexico,Machinery and equipment for metalworking,Metalworking machine tool ancillary equipment and accessories NES
"PAPELES BELUMOSA, S.A. DE C.V.",tel:+52 55 5541 6800,México - Mexico,"Pulp, groundwood/mechanical and chemical",Paper and board
"CIALTIA, S.A. DE C.V.",tel:+52 55 5667 5233,México - Mexico,"Health, medical and pharmaceutical",Medical examination equipment
"GRUPO PECUARIO SAN ANTONIO, S.A. DE C.V.",tel:+52 271 717 0300,Córdoba - Mexico,Food,Animal feed
"INDUSTRIAS DEL INTERIOR, S. DE R. L. DE C.V.",tel:+52 449 910 6100,Aguascalientes - Mexico,Textiles,"Fabrics, cotton, for clothing and household linen"
"FALCO ELECTRONICS MEXICO, S.A. DE C.V.",tel:+52 999 930 0270,Umán - Mexico,Electrical equipment. Nuclear equipment,"Transformers and auto-transformers, by use"
"BEJO MÉXICO, S.A. DE C.V.",tel:+52 442 220 8239,Celaya - Mexico,Agriculture and forestry,Root vegetables
"CEICA PLASTICOS DE MEXICO, S.A. DE C.V.",tel:+52 728 282 2543,Lerma - Mexico,"Sanitary ware, plastic",Plastic products
"NESTLE DE MEXICO, S.A. DE C.V. (NESTLE NUTRITION PLANTA QUERÉTARO)",tel:+52 442 211 8300,Querétaro - Mexico,Food,Milks
"TENIS 2000, S.A. DE C.V.",tel:+52 476 743 5342,San francisco del rincón - Mexico,Clothing and footwear,"Footwear, standard"
TECNICAS ELETRONICAS DE ORGINIZACION S.A. DE C.V.,tel:+52 81 8387 3570,Monterrey - Mexico,Printing equipment. Office and shop equipment,Bank note management equipment
"REVESTIMIENTOS DE OCCIDENTE, S.A. DE C.V.",tel:+52 33 3627 2923,Zapopan - Mexico,Plutonic rocks,Quarried stone
"PLASTIGLAS DE MEXICO, S.A. DE C.V.",tel:+52 722 279 6800,Ocoyoacac - Mexico,"Bars and rods, plastic",Plastic products
"RASTRO Y EMPACADORA TREVIÑO, S.A. DE C.V.",tel:+52 81 1233 8000,Monterrey - Mexico,Livestock and fish,Cattle
"COMERCIALIZADORA DE LACTEOS Y DERIVADOS, S.A. DE C.V.",tel:+52 871 729 3175,Gómez palacio - Mexico,Food,Milks
"JOHNSON DIVERSEY MEXICO, S.A. DE C.V.",tel:+52 55 5350 7100,Tlalnepantla - Mexico,"Basic chemical products for cosmetics, perfumes, detergents and soaps",Chemical base materials
"VEGPACKER DE MEXICO, S. DE R.L. DE C.V.",tel:+52 461 611 7892,Irapuato - Mexico,Salads,Agriculture and forestry
"CASA VEERKAMP, S.A. DE C.V., GRANDES ALMACENES DE MUSICA",tel:+52 55 5668 0480,México - Mexico,Sports and leisure equipment,"Musical instruments, keyboard"
"GRUPO SMURFIT CARTON Y PAPEL DE MEXICO, S.A. DE C.V.",tel:+52 667 760 5060,Culiacán - Mexico,Corrugated paper and board,Paper and board
"GRUPO FILA-DIXON, S.A. DE C.V. (CORPORATIVO)",tel:+52 55 5864 7900,Tultitlán - Mexico,Paper and board,"Paper and board, graphic design use, for drawing and writing"
"INPLAX, S.A. DE C.V.",tel:+52 55 5558 1388,México - Mexico,"Seals, closures and caps, plastic",Plastic products
"BOS AUTOMOTIVE PRODUCTS MEXICO, S.A. DE C.V.",tel:+52 462 606 7400,Irapuato - Mexico,Leathercloth,Textiles
"FORLIGHTING DE MEXICO, S.A. DE C.V.",tel:+52 33 3646 6400,Tlaquepaque - Mexico,Electrical equipment. Nuclear equipment,"Electric lamps, by use"
"HARADA INDUSTRIES MEXICO, S.A. DE C.V.",tel:+52 427 272 5023,San juan del río - Mexico,"Aerials/antennas, radioelectric",Electronic equipment. Telecommunications equipment
"MANUFACTURAS Y DISEÑOS GERAT, S.A. DE C.V.",tel:+52 55 5558 4834,México - Mexico,Clothing and footwear,Clothes for children
"NEXTEER AUTOMOTIVE; ALAMBRADOS Y CIRCUITOS ELECTRICOS, S.A. DE C.V.",tel:+52 442 211 5200,El marques - Mexico,Injection system components for internal combustion engines,Engines and mechanical parts
"ARTLUX, S.A. DE C.V.",tel:+52 442 309 3200,Querétaro - Mexico,Chemical products,"Pigments, synthetic"
"VANTA, S.A. DE C.V.",tel:+52 52 5566 5566,México - Mexico,"Cardboard boxes, by use",Paper and board
"GRUPO CALOREX, S. DE R.L. DE C.V., CAL-O-REX",tel:+52 55 5640 0600,México - Mexico,"Safety and relief valves, metal","Metal pipework, valves and containers"
"DONALDSON, S.A. DE C.V.",tel:+52 449 910 6150,Aguascalientes - Mexico,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air filtration equipment
"CONFICORP, S.A. DE C.V.",tel:+52 55 2620 9000,Tepotzotlán - Mexico,Sugar confectionery,Food
PEMEX REFINACION,tel:+52 55 1944 2500,México - Mexico,Oil and gas industry plant and equipment,Petroleum refinery plant and equipment
"QUALLY INTEGRACION Y SISTEMAS, S.A. DE C.V.",tel:+52 55 5566 8260,México - Mexico,Information technology (IT) and Internet,"Software, database and information management"
"SINTENOVO, S.A. DE C.V.",tel:+52 55 5576 0396,Naucalpan - Mexico,Inorganic acids and anhydrides,Chemical base materials
"DENSO AIR SYSTEMS DE MEXICO, S.A. DE C.V. (GAC CORPORATION DE MEXICO,)",tel:+52 866 649 0700,Frontera - Mexico,Rubber products,"Rubber tubes and flexible hoses, by use"
"TAIWAN MAYORISTAS, S.A. DE C.V.",tel:+52 55 5359 8900,Naucalpan - Mexico,Information technology (IT) and Internet,Personal computers (PC)
"COMERCIALIZADORA LUGUER, S.A. DE C.V.",tel:+52 449 913 5640,Aguascalientes - Mexico,Electric motors over 1 kW,Engines and mechanical parts
"CORPORACION HERMANOS VAZQUEZ, S.A. DE C.V., HERMANOS VAZQUEZ",tel:+52 55 5322 0400,México - Mexico,"Furniture, domestic",Furniture and linen
"DISTRIBUIDORA DE CABLES DEL NOROESTE, S.A. DE C.V.",tel:+52 662 210 3680,Hermosillo - Mexico,Electric motors over 1 kW,Engines and mechanical parts
"REFACCIONES CANELLI, S.A. DE C.V.",tel:+52 55 5368 8909,México - Mexico,"Valves, metal, for road and rail tankers","Metal pipework, valves and containers"
"KEY QUIMICA, S.A. DE C.V.",tel:+52 81 8305 8000,Monterrey - Mexico,Hygiene and cleaning,Cleaning products and detergents
PRODUCTOS LACTEOS EL SABINO S.A. DE C.V.,tel:+52 381 537 0023,Michoacán - Mexico,Food,Cream
"VALMEX ORIENTALES, S.A. DE C.V.",tel:+52 229 934 5592,Veracruz - Mexico,"Prams, baby walkers and accessories",Furniture and linen
"DISTRIBUIDORA DE REFRIGERACION Y MAQUIARIA COMERCIAL, S.A. DE C.V.",tel:+52 55 5703 1966,México - Mexico,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment","Ovens, kilns and furnaces for industrial use"
"TELECOMUNICACIONES CAPAGA, S.A. DE C.V.",tel:+52 55 5273 1784,México - Mexico,Telecommunication systems,Electronic equipment. Telecommunications equipment
"GATES DE MEXICO, S.A. DE C.V.",tel:+52 55 2000 2700,Tlalnepantla - Mexico,Additives and chemical agents,Chemical products
"SAN REMO TRADE, S.A. DE C.V.",tel:+52 55 5341 8339,México - Mexico,"Hardware, ironmongery, cutlery and tools","Filters and strainers, metal"
"COOPER CROUSE HINDS, S.A. DE C.V., Cooper B-Line",tel:+52 55 5804 4000,México - Mexico,"Hardware, ironmongery, cutlery and tools","Fasteners and fixing devices, metal, industrial"
"SIGMA ALIMENTOS LACTEOS, S.A. DE C.V. (División Yogurth)",tel:+52 81 8748 9000,San pedro garza garcía - Mexico,Food,Milks
"PROMOCIONES INDUSTRIALES, S.A. DE C.V.",tel:+52 81 8383 6482,San nicolás de los garza - Mexico,Machinery and equipment for metalworking,"Non-ferrous metal production plant, machinery and equipment"
"PRODUCTOS LAMINADOS DE MONTERREY, S.A. DE C.V., PROLAMSA",tel:+52 81 8351 1625,Monterrey - Mexico,"Sections, steel and rolled steel",Basic metal products
"BLUE JEANS QUIMICOS, S.A. DE C.V.",tel:+52 81 8336 0337,Santa catarina - Mexico,Chemical products,Chemicals for textiles
"ALTA TECNOLOGIA EN HERRAMIENTAS, S.A. DE C.V., ATHESA",tel:+52 55 5392 2663,Tlalnepantla - Mexico,"Timber, wooden products, machinery and equipment for the woodworking industry","Installation and maintenance services, for woodworking equipment"
"PAPEL SATINADO, S.A. DE C.V.",tel:+52 52 5587 0600,México - Mexico,Paper and board,Base and backing paper
"NOVACEL, S.A. DE C.V.",tel:+52 33 3669 1411,Tlaquepaque - Mexico,Rubber products,Synthetic rubbers
"TRANSMISIONES Y EQUIPOS MECANICOS, S.A. DE C.V., TREMEC",tel:+52 442 211 7300,Querétaro - Mexico,Pneumatic valves,Engines and mechanical parts
"OFFICE DEPOT DE MEXICO, S.A. DE C.V.",tel:+52 55 5246 4000,México - Mexico,Furniture and linen,Office furniture
"KALTEX FIBERS, S.A. DE C.V., Oficinas Generales",tel:+52 55 5726 5600,Naucalpan de juárez - Mexico,"Textile fibres, man-made",Textiles
"AUTOS PULLMAN, S.A. DE C.V., GRUPO ADO",tel:+52 55 5785 9600,México - Mexico,Road transport services classified by type of freight,Transportation and logistics services
"FISCHER MEXICANA, S.A. DE C.V.",tel:+52 222 286 6007,Chachapa - Mexico,Basic metal products,"Semi-finished products, refined, special and tool steels"
"HILATURAS PARRAS, S.A. DE C.V.",tel:+52 222 223 3400,Puebla - Mexico,Textiles,"Fabrics, cotton, for clothing and household linen"
"SIGMA ALIMENTOS CORPORATIVO, S.A. DE C.V.",tel:+52 81 8399 9000,San pedro garza garcía - Mexico,Food,"Abattoir products, non-processed"
"SIGMA ALIMENTOS CENTRO, S.A. DE C.V.",tel:+52 55 8503 3000,Ecatepec de morelos - Mexico,Food,"Abattoir products, non-processed"
"MOLEX DE MEXICO, S.A. DE C.V.",tel:+52 33 3668 1400,Guadalajara - Mexico,Electrical equipment. Nuclear equipment,Electric connectors
"TEXTILES ROMATEX, S.A. DE C.V.",tel:+52 55 2623 1533,Naucalpan de juárez - Mexico,Textiles,"Fabrics, man-made fibres"
"AVANTE TEXTIL, S.A. DE C.V.",tel:+52 722 279 0900,Toluca - Mexico,Textiles,Pre-processed cotton and other vegetable textile fibres
"BAXTER, S.A. DE C.V.",tel:+52 777 329 6000,Jiutepec - Mexico,Chemical products,"Chemicals, by use, NES"
"SERVICIOS CONDUMEX, S.A. DE C.V.",tel:+52 55 5328 5800,México - Mexico,Glass insulators,"Glass, cement and ceramics"
"SIMIL CUERO PLYMOUTH, S.A. DE C.V.",tel:+52 55 5699 4000,Ecatepec de morelos - Mexico,Textiles,"Fabrics, man-made fibres"
"PALMEX ALIMENTOS, S.A. DE C.V.",tel:+52 81 8151 3103,Santa catarina - Mexico,"Food products, chilled, fresh and ultra-fresh",Food
"DU PONT MEXICO, S.A. DE C.V.",tel:+52 55 5722 1000,México - Mexico,Chemical products,"Pigments, natural"
"BOCAR, S.A. DE C.V.",tel:+52 55 5422 2300,México - Mexico,Pump components and accessories,Engines and mechanical parts
"PRODUCTOS AGROPECUARIOS BERISTAIN, S.A. DE C.V., PABSA",tel:+52 237 381 0136,Tlacotepec de benito juárez - Mexico,"Fish and shellfish by-products, edible",Food
"GRUPO MAYOREO INTERNACIONAL AUTOMOTRIZ, S.A. DE C.V.",tel:+52 55 5577 0419,México - Mexico,"Bearings and pillow blocks, mechanical",Engines and mechanical parts
"GRUPO COMERCIAL YAZBEK, S.A. DE C.V.",tel:+52 55 5764 8000,México - Mexico,Clothes for women,Clothing and footwear
"ZAPATA HERMANOS SUCESORES, S.A. DE C.V., GRUPO ZAPATA",tel:+52 55 5061 0300,México - Mexico,"Timber, wooden products, machinery and equipment for the woodworking industry","Cork, cut cork and products derived from cork"
"PRODUCTOS VERDE VALLE, S.A. DE C.V.",tel:+52 33 3540 2200,Zapopan - Mexico,Food,"Meat, poultry and game, canned and otherwise packaged"
"DERIVADOS DE FRUTAS, S.A. DE C.V.",tel:+52 55 5677 0022,México - Mexico,"Lemonade, carbonated and soft drinks, non-alcoholic",Beverages
"COMPAÑIA MINERA AUTLAN, S.A.B. DE C.V.",tel:+52 81 8152 1500,San pedro garza garcía - Mexico,Ferro-alloys,Basic metal products
"COMATEPLA, S.A. DE C.V.",tel:+52 55 5576 5300,México - Mexico,Textiles,"Fabrics, cotton, cloth stiffening"
"ELEVADORES OTIS, S.A. DE C.V., OTIS",tel:+52 55 2636 3000,México - Mexico,"Timber, wooden products, machinery and equipment for the woodworking industry","Installation and maintenance services, for woodworking equipment"
"PRODUCTOS RICH, S.A. DE C.V.",tel:+52 55 5387 3600,México - Mexico,Food,"Desserts and bakery products, deep frozen"
"NUEVA TECNOLOGIA EN ALIMENTACION, S.A. DE C.V., NUTEC",tel:+52 442 196 1000,El marqués - Mexico,Food,Diet products
"INFRA, S.A. DE C.V.",tel:+52 55 5329 3000,Naucalpan - Mexico,Calcium compounds,Chemical base materials
"ZAGIS, S.A. DE C.V.",tel:+52 55 5333 0370,Tepejí del río - Mexico,Silica minerals,Ores and minerals
"FANAL, S.A. DE C.V.",tel:+52 81 8350 4250,San nicolás de los garza - Mexico,Basic metal products,"Sheet iron and steel, coated or magnetic"
"DISTRIBUIDORA DE BICICLETAS BENOTTO, S.A. DE C.V.",tel:+52 55 5716 9600,México - Mexico,Mechanical assembly contractors,Industrial subcontractors
"PRODUCTOS FARMACEUTICOS COLLINS, S.A. DE C.V.",tel:+52 33 3345 5100,Zapopan - Mexico,"Health, medical and pharmaceutical",Pharmaceutical preparations for the central and autonomic nervous system and anaesthetics
"COMERCIAL MEXICANA DE PINTURAS, S.A. DE C.V., COMEX",tel:+52 55 5284 1600,México - Mexico,"Solvents, petroleum based",Chemical base materials
"SANTIAGO TEXTIL, S.A. DE C.V.",tel:+52 55 5250 1388,México - Mexico,Textiles,"Fabrics, wool and hair"
"VOLVO INDUSTRIAL DE MEXICO, S.A. DE C.V., VOLVO DIVISION AUTOBUSES",tel:+52 55 5090 3700,Tultitlán - Mexico,Mechanical assembly contractors,Industrial subcontractors
"DISTRIBUIDOR INTERNACIONAL DE ALIMENTOS, S.A. DE C.V.",tel:+52 55 5241 7100,México - Mexico,"Food products, chilled, fresh and ultra-fresh",Food
"HELM DE MEXICO, S.A.",tel:+52 55 5228 9900,Naucalpan - Mexico,Food,Delicatessen meats
"SAYER LACK MEXICANA, S.A. DE C.V. (Corporativo)",tel:+52 55 5565 9333,Tlalnepantla - Mexico,Chemical products,"Chemicals for paint, lacquer and varnish making"
"ACEROS SAN LUIS, S.A. DE C.V.",tel:+52 444 824 5353,San luis potosí - Mexico,Basic metal products,"Iron and steel, drawn, compressed and turned. Tube rounds and squares"
"OPTIME, S.A. DE C.V.",tel:+52 55 5203 1439,México - Mexico,Paper and board,"Paper and board, graphic design use, for printing"
"EUCOMEX, S.A. DE C.V.",tel:+52 55 5864 9970,Tultitlán - Mexico,Chemical products,Chemicals and auxiliaries for rubber and plastics
"COMPAÑIA VIDRIERA, S.A. DE C.V.",tel:+52 81 8863 1000,Monterrey - Mexico,Flat glass,"Glass, cement and ceramics"
"CALZADO COQUETA, S.A. DE C.V.",tel:+52 477 710 8400,León - Mexico,Clothing and footwear,"Footwear, standard"
"PASTEURIZADORA MAULEC, S.A. DE C.V., PRODUCTOS TAMARIZ",tel:+52 276 474 0671,Puebla - Mexico,Food,Milks
"PRODUCTOS PENNSYLVANIA, S.A. DE C.V.",tel:+52 442 217 3232,Querétaro - Mexico,"Inorganic alkalis, hydroxides",Chemical base materials
"NEMAK ALUMINIO DE MEXICO, S.A. DE C.V.",tel:+52 866 649 4100,Monclova - Mexico,Basic metal products,Light metals and alloys
"NEMAK SALTILLO, S.A. DE C.V.",tel:+52 844 411 3100,Ramos arizpe - Mexico,Hygiene and cleaning,"Cleaning and washing machines and equipment, catering industry"
"RIVACOLOR, S.A. DE C.V.",tel:+52 55 5693 7258,México - Mexico,Sodium tripolyphosphate (STPP),Sodium compounds
"UNIVISA, S.A. DE C.V.",tel:+52 722 216 4100,Toluca - Mexico,Textiles,"Yarns and twists, wool and hair, by use"
"GRUPO FLEXI DE LEON, S.A. DE C.V.",tel:+52 477 710 2500,Leon - Mexico,"Leathers, furs and their products","Skins, hides and leathers, bovine (cattle) and equine (horse)"
"FABRICAS DE CALZADO ANDREA, S.A. DE C.V.",tel:+52 477 788 4400,León - Mexico,Clothing and footwear,"Footwear, standard"
"HARINERA BELEÑO, S.A. DE C.V.",tel:+52 477 712 0939,León - Mexico,"Flour and meal, cereal",Food
"HILOS IRIS, S.A. DE C.V.",tel:+52 81 8125 5500,Monterrey - Mexico,Textiles,"Yarns and twists, man-made fibres"
"PUERTAS FINAS DE MADERA MONTEALBAN, S.A. DE C.V.",tel:+52 951 517 5219,Oaxaca - Mexico,"Timber, wooden products, machinery and equipment for the woodworking industry",Carpentry and structural woodwork
"FABRICA DE GALLETAS LA MODERNA, S.A. DE C.V., LA MODERNA",tel:+52 722 272 0180,Toluca - Mexico,Food,Pasta
"PHARMATEX DE MEXICO, S.A. DE C.V.",tel:+52 55 5203 1897,México - Mexico,Alcohols and epoxides,Chemical base materials
"JB MARTIN, S.A. DE C.V.",tel:+52 55 5557 9422,México - Mexico,Textiles,"Yarns and twists, man-made fibres, by use"
"CINTERMEX, S.A.",tel:+52 55 5373 3588,Naucalpan de juárez - Mexico,Power line cable and wire fittings,Electrical equipment. Nuclear equipment
"GALAS DE MEXICO, S.A. DE C.V.",tel:+52 55 5134 0602,México - Mexico,Paper and board,"Paper and board, graphic design use, for drawing and writing"
"FABRICAS SELECTAS, S.A. DE C.V.",tel:+52 33 3619 5384,Guadalajara - Mexico,Sugar confectionery,Food
"J.M. ROMO, S.A.",tel:+52 449 915 6550,Aguascalientes - Mexico,Furniture and linen,Office furniture
"CORPORACION IMPRESORA, S.A. DE C.V., DIPAK",tel:+52 55 5366 5100,Tlalnepantla - Mexico,Paper and board,"Paper and board, graphic design use, for printing"
"CORPORATIVO TAE, S.A. DE C.V.",tel:+52 55 5693 0086,México - Mexico,Food,Yeast for food and beverages
"PRODUCTOS QUIMICOS JELA, S.A. DE C.V.",tel:+52 33 3688 0122,Tlajomulco de zuñiga - Mexico,Catalysts,Chemical base materials
"VALMEX ORIENTALES, S.A. DE C.V.",tel:+52 55 5319 5401,México - Mexico,Means of transport,Light trailer and caravan components and accessories
"PRODUCTORA DE TRIPLAY, S.A. DE C.V.",tel:+52 618 829 0620,Durango - Mexico,"Timber/logs, temperate zone","Timber, wooden products, machinery and equipment for the woodworking industry"
"AGENCIA ARJONA, S.A. DE C.V.",tel:+52 646 178 3101,Ensenada - Mexico,Oil and gas industry plant and equipment,Machinery and equipment for offshore oil and gas production
"EMERSON CLIMATE TECHNOLOGIES, S.A. DE C.V.",tel:+52 33 3668 5600,Guadalajara - Mexico,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Radiators
"ALIMENTACIONES ELECTRICAS, S.A. DE C.V.",tel:+52 222 210 5175,Puebla - Mexico,Electrical equipment. Nuclear equipment,Electrical industry contractors
"HENDRICKSON SPRING MEXICO, S. DE R.L. DE C.V.",tel:+52 878 782 6251,Piedras negras - Mexico,Springs,Engines and mechanical parts
