company name ,contact number,Area,product category 1,product category 2,product category 3,company description
"Oikos Co., Ltd.",tel:+84 4 3822 4944,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
The Worm & Disinfection Hanoi Co. Ltd,tel:+84 4 2211 0555,Hanoi - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
Nguyen Hien Co. Ltd,tel:+84 8 3865 7340,Ho chi minh city - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
Gillette Management (S.E.A) Pte Ltd,tel:+84 8 3837 3630,Ho chi minh city - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
Kim Chi Shop,tel:+84 8 3857 0609,Ho chi minh city - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
"Quynh Giao Co., Ltd",tel:+84 61 388 4529,Dong nai province - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
"Dong Hiep Refrigeration Electrical Engineering Co., Ltd.",tel:+84 8 3955 3797,Ho chi minh city - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
Poly Vietnam Co. Ltd,tel:+84 8 2212 4038,Ho chi minh city - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
Lua Viet Joint Stock Co.,tel:+84 511 386 6644,Da nang city - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
Nam Viet Vinh Kim Co. Ltd,tel:+84 8 3811 3391,Ho chi minh city - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
Phuong Thuy Shop,tel:+84 8 3889 1260,Ho chi minh city - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
Bich Thuy Shop,tel:+84 8 3895 0236,Ho chi minh city - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
"Hoa Dang Candle Co., Ltd.",tel:+84 8 3954 1056,Ho chi minh city - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
"Cuu Long M.E Co., Ltd.",tel:+84 8 5406 0128,Ho chi minh city - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
Khai Tan Trading Co. Ltd,tel:+84 8 3822 1490,Ho chi minh city - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
"Ton Long Co., Ltd.",tel:+84 4 3823 4143,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
"Quoc Kim Co., Ltd.",tel:+84 8 3597 4366,Ho chi minh city - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
"Ha Minh Tuan Co., Ltd.",tel:+84 4 3822 6463,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
National Panasonic Showroom,tel:+84 8 3932 1492,Ho chi minh city - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
"Nguon Phuoc Co., Ltd.",tel:+84 8 3882 7225,Ho chi minh city - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
"Phu Thang Co., Ltd.",tel:+84 8 3866 5715,Ho chi minh city - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
S.C Johnson & Son Co. Ltd,tel:+84 8 3910 3114,Ho chi minh city - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
"Saigon Ceramic Japan Co., Ltd.",tel:+84 650 384 0176,Binh duong province - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
Dung Su Pte Ent,tel:+84 62 381 8379,Binh thuan province - Viet Nam,"Hospitality, tourism, hotel and catering industries",Restaurants and bars,Restaurants,Food & Beverage / Restaurants
"King Baguetterie Restaurant (Hung Phuong Co., Ltd)",tel:+84 8 6290 6101,Ho chi minh city - Viet Nam,"Hospitality, tourism, hotel and catering industries",Restaurants and bars,Restaurants,Food & Beverage / Restaurants
Thien Phat Pte Ent,tel:+84 8 3838 0084,Ho chi minh city - Viet Nam,"Food, drink, tobacco and catering industry machinery and equipment","Cooking equipment, domestic","Gas cookers, domestic...",Household Products
"Pottery Craft Asia Co., Ltd",tel:+84 650 361 0600,Binh duong province - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Moc Mac Co., Ltd.",tel:+84 8 3821 2802,Ho chi minh city - Viet Nam,"Hospitality, tourism, hotel and catering industries",Restaurants and bars,Restaurants,Food & Beverage / Restaurants
Mother's Flower Gift Shop,tel:+84 8 3842 3221,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
329 Shop,tel:+84 8 3894 0779,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Xuan Qui Shop,tel:+84 8 3823 1553,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Mechel Metal Supply International Ltd,tel:+84 8 3997 0464,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Unicom Gift Co., Ltd.",tel:+84 8 3917 9285,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Hong Yen Lacquerware & Furniture Shop,tel:+84 8 3822 4910,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Chodai Co., Ltd.",tel:+84 8 3844 8579,Ho chi minh city - Viet Nam,Architects,"Technical offices and engineering consultancies, architects","Architects, interior design...",Architects / Interior Design
Hoai Bao Shop,tel:+84 8 3510 3315,Ho chi minh - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Dang Giao Co., Ltd.",tel:+84 8 3991 3710,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Thanh Cong Co., Ltd.",tel:+84 4 3784 1210,Hanoi - Viet Nam,"Property development, management and sales services",Services to businesses,Real estate companies,Real Estate
Cong Thanh Handicraft Joint Stock Co.,tel:+84 4 3915 8742,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Cera Tropic Co.,tel:+84 8 3997 1782,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Tu Tru Co. Ltd,tel:+84 8 3909 6753,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"An Chi Co., Ltd.",tel:+84 4 3756 7952,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Starone Finance Ltd.,tel:+84 8 3844 8871,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Duc Bang Pte Ent,tel:+84 8 2218 4163,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Nha Thinh Consultant Architecture Construction Co., Ltd.",tel:+84 8 2216 0097,Ho chi minh city - Viet Nam,Architects,"Technical offices and engineering consultancies, architects","Architects, interior design...",Architects / Interior Design
Chuong Khanh Technology Co. Ltd,tel:+84 8 3842 9967,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Minh Tao Electric Co., Ltd.",tel:+84 8 3996 3277,Ho chi minh city - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
"Manh Cuong Trading & Producing Co., Ltd.",tel:+84 8 3758 3971,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Global City Co. Ltd,tel:+84 8 3845 2297,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Confidence Trading Co., Ltd.",tel:+84 8 3820 5292,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Thanh Long Unit,tel:+84 8 3550 0487,Ho chi minh city - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
Chip Chip Shop,tel:+84 8 3830 2852,Ho chi minh - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"My Viet Thang Co., Ltd.",tel:+84 8 5449 0855,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Gaya Shop,tel:+84 8 3925 1495,Ho chi minh city - Viet Nam,Architects,"Technical offices and engineering consultancies, architects","Architects, interior design...",Architects / Interior Design
"NTQ Trading Construction & Service Co., Ltd.",tel:+84 8 3948 4471,Ho chi minh city - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
Pacific Airlines Branch Office,tel:+84 511 358 3583,Da nang city - Viet Nam,"Air transport services, passenger and freight",Transportation and logistics services,Airline companies,Airlines
"Mat Su Electric Co., Ltd.",tel:+84 8 3517 8257,Ho chi minh city - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
"Vinh Son Co., Ltd.",tel:+84 4 3354 3993,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
"Dai Duong Interior Co., Ltd.",tel:+84 4 3764 8886,Hanoi - Viet Nam,Architects,"Technical offices and engineering consultancies, architects","Architects, interior design...",Architects / Interior Design
"Hung Phuoc Co., Ltd.",tel:+84 511 388 7427,Da nang city - Viet Nam,Basic metal products,Light metals and alloys,Aluminium,Aluminium
Galaxy Flowers Co. Ltd,tel:+84 8 5404 2011,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Phat Danh Co., Ltd.",tel:+84 8 3549 4064,Ho chi minh city - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
Khanh Hoang Co. Ltd,tel:+84 8 3526 2129,Ho chi minh city - Viet Nam,Advertising agents,Services to businesses,"Advertising agents, electronic media",Media - Electronic
Thien An Pte Ent,tel:+84 8 5427 0654,Ho chi minh city - Viet Nam,Agriculture and forestry,Cereals and pseudo cereals,Treatment services for agricultural products...,Cereals & Cereal Milling
An Binh Joint Stock Co.,tel:+84 8 3974 8334,Ho chi minh city - Viet Nam,Architects,"Technical offices and engineering consultancies, architects","Architects, interior design...",Architects / Interior Design
"Thai Viet Informatics Service Trading Co., Ltd.",tel:+84 8 6292 8378,Ho chi minh city - Viet Nam,Internet services,Information technology (IT) and Internet,Website development services,Internet Media
Do Gia Vien Pte Ent,tel:+84 511 375 9844,Da nang city - Viet Nam,Architects,"Technical offices and engineering consultancies, architects","Architects, interior design...",Architects / Interior Design
"Tan Viet Phong Co., Ltd.",tel:+84 8 3895 5226,Ho chi minh city - Viet Nam,Internet services,Information technology (IT) and Internet,Website development services,Internet Media
"Hao Thang Co.,Ltd.",tel:+84 25 387 2233,Lang son province - Viet Nam,Architects,"Technical offices and engineering consultancies, architects","Architects, interior design...",Architects / Interior Design
"Siam Karat Int'l Co., Ltd.",tel:+84 8 3811 3397,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"No Va Trading Production Co.,Ltd.",tel:+84 8 3843 5282,Ho chi minh city - Viet Nam,Livestock and fish,Aquaculture/aquafarming,"Fish farming, saltwater...",Aquaculture
"DK Engineering Co., Ltd.",tel:+84 4 3768 6260,Hanoi - Viet Nam,Architects,"Technical offices and engineering consultancies, architects","Architects, interior design...",Architects / Interior Design
