company name,contact number,area,product category 1,product category 2,product category 3,company description
New Finepac for Manufacture of Corrugated Boxes,"+20 55 4410363, 055-4410364, 055-4410365",العاشرمن رمضان.الشرقيه,Cardboard boxes,Paper and board,"Boxes, cardboard or paperboard, folding...","Boxes, cardboard or paperboard, folding...Manufacturer of Corrugated card aboard boxes. CAPITAL PAID:- 25000 EGP Legal form: Joint Stock Legal Sector:Private"
Sewedy/Arab Cables & Electrical Industries,"+20 55 4410081 10 lines, 055-4410086, 055-4410082, 055-4410083, 055-4410084, 055-4410085",العاشرمن رمضان.الشرقيه,Electrical equipment. Nuclear equipment,Electric conductors,"Conductors, aluminium, non-insulated...","Conductors, aluminium, non-insulated..."
ABB for Electrical Industries,"+20 55 4499154 10 lines, 055-4499151",العاشرمن رمضان.الشرقيه,Transformer booths,Electrical equipment. Nuclear equipment,"Transformer booths, indoor...","Transformer booths, indoor..."
Pharma Swede-Egypt,"+20 55 4500105, 055-4500106, 055-4500107",العاشرمن رمضان.الشرقيه,Vitamines,Chemical base materials,"Vitamin A (axeropthol, retinol)...","Vitamin A (axeropthol, retinol)..."
Roto Pack Misr Printing Packaging Materials S.A.E,"+20 55 4413099, 055-4413110, 055-4413170, 010-15154269, 011-40222639",العاشرمن رمضان.الشرقيه,"Printing services, specific surfaces",Printing and publishing,Printing services on plastic bags...,Printing services on plastic bags...
The Egyptian Arab Pumps,"+20 55 4498257, 055-4498261",العاشرمن رمضان.الشرقيه,"Pumps, by use",Engines and mechanical parts,"Pumps, sludge and sewage...","Pumps, sludge and sewage..."
Al-Amal for Pipes & Fitting,"+20 55 4411501, 055-4411503, 055-4411504, 055-4411505, 055-4411506, 055-4367044, 055-4411502, 012-23709506",العاشرمن رمضان.الشرقيه,"Pipes, tubes, ducts and hoses, plastic",Plastic products,"Pipes and tubes, polyvinyl chloride (PVC)","Pipes and tubes, polyvinyl chloride (PVC)"
"Advanced Technology Industries, A.T.I","+20 55 4411510, 012-22148934, 012-22197219, 012-21379811",العاشرمن رمضان.الشرقيه,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment","Water heaters, industrial","Heaters, water, electric, industrial...","Heaters, water, electric, industrial..."
Kama for Manufacturing,"+20 55 4413043, 055-4413044, 055-4413045, 055-4413046, 055-4413047",العاشرمن رمضان.الشرقيه,Metal forging contractors,Industrial subcontractors,"Forging services, iron...","Forging services, iron..."
Elastimold Egypt,+20 55 4411141,العاشرمن رمضان.الشرقيه,Power line cable and wire fittings,Electrical equipment. Nuclear equipment,"Terminals, power line cable and wire...","Terminals, power line cable and wire..."
Al-Rajaa for Clay Products S.A.E,+20 12 27343061,العاشرمن رمضان.الشرقيه,Ceramic bricks,"Glass, cement and ceramics","Bricks, ceramic or clinker, machine pressed and moulded...","Bricks, ceramic or clinker, machine pressed and moulded..."
Afri Medical,"+20 55 4361684, 055-4369428, 055-4369422, 012-24661160",العاشرمن رمضان.الشرقيه,"Health, medical and pharmaceutical",Blood transfusion equipment,"Dialysis apparatus, medical...","Dialysis apparatus, medical..."
Egyptian Int'l Pharmaceutical Industries,"+20 55 4499171 9 lines, 055-4499180, 010-1460662",العاشرمن رمضان.الشرقيه,"Basic chemical products for cosmetics, perfumes, detergents and soaps",Chemical base materials,Adipates for toilet preparations and detergents...,Adipates for toilet preparations and detergents...
Arab Co. for Pharmaceuticals & Medicinal Plants,"+20 55 2821863, 055-2822480, 055-2822690, 055-2822711, 010-5102432",الشرقيه.الشرقيه,"Health, medical and pharmaceutical",Parapharmaceutical preparations,"Herbal preparations, medicinal herbs and infusions","Herbal preparations, medicinal herbs and infusions"
Arab Medical for Appliances,+20 55 4410652,العاشرمن رمضان.الشرقيه,Paper and board,"Photographic paper, board, film, cloth and plates. Diazo/dyeline paper",X-ray films and paper...,X-ray films and paper...Manufacturer & exporter of X-ray films. CAPITAL PAID:- 13800000 EGP CAPITAL ISSUED:- 13800000 EGP CAPITAL AUTHORIZED:- 13800000 EGP COMM.REGISTRY NO.:- 25551 Sharkeya Legal form: Joint Stock Legal Sector:Private Inv. Law
Egypt Otsuka Pharmaceuticals,"+20 55 4500101, 055-4500065, 055-4500097, 055-4500146",العاشرمن رمضان.الشرقيه,"Health, medical and pharmaceutical",Pharmaceutical preparations for the central and autonomic nervous system and anaesthetics,"Anaesthetics, basal...","Anaesthetics, basal..."
Goldentex Wool,"+20 55 4410694, 055-4410696, 055-4410698, 055-4410428, 055-4410699, 010-6749973, 010-6617172, 010-8944911, 012-5982372",العاشرمن رمضان.الشرقيه,Textiles,"Fabrics, man-made fibres","Fabrics, mixed man-made fibres...","Fabrics, mixed man-made fibres..."
Misr Poultry Investment,"+20 55 4350001, 055-4350002, 055-4350003, 055-4350004",العاشرمن رمضان.الشرقيه,Livestock and fish,Poultry,"Poultry, breeding stock...","Poultry, breeding stock...Producer & exporter of egg for consumption & fattening poultry. Processing of frozen poultry. CAPITAL PAID:- 10000000 EGP COMM.REGISTRY NO.:- 4335 Sharkeya Legal form: Ltd. Partnership Legal Sector:Private"
Golden Eagle Foods,"+20 55 4362628, 055-4369400",العاشرمن رمضان.الشرقيه,Food,"Fruit, processed",Jam...,Jam...
Sega-M,"+20 55 4332087, 055-4374498, 055-4351705, 055-4354974, 055-4354973, 055-4354975, 010-65030502",العاشرمن رمضان.الشرقيه,Electrical equipment. Nuclear equipment,Switchboards,"Distribution control desks, electric...","Distribution control desks, electric...Manufacturer of electric distribution switchboard & connectors. Under license of General Electric(USA). CAPITAL PAID:- 35000000 EGP COMM.REGISTRY NO.:- 3657 Sharkeya TAX CARD NO.:- 200-620-126 Legal form: Ltd. Partnership Legal Sector:Private"
The Int'l for Agricultural Development,"+20 55 4411431 5 lines, 055-4411438, 055-4411436, 055-4411434, 055-4411624, 055-4411623, 055-4411621, 055-4412438, 055-4412437, 055-4411433",العاشرمن رمضان.الشرقيه,Agriculture and forestry,Agricultural production processes,"Vegetables, greenhouse...","Vegetables, greenhouse..."
Efco Modern Fiber,"+20 55 4410160, 055-4410161, 055-4410162, 055-4410163, 055-4410164",العاشرمن رمضان.الشرقيه,"Textile fibres, man-made",Textiles,"Fibres, polyester...","Fibres, polyester..."
"National for Maize Products, N.C.M.P","+20 55 4410693, 055-4410689, 055-4410743, 055-4410691, 055-4410690, 012-26100555",العاشرمن رمضان.الشرقيه,"Oils, edible",Food,"Oil, corn/maize, edible...","Oil, corn/maize, edible..."
United Oils Processing & Packaging,"+20 55 4332108, 055-4410533, 055-4410307",العاشرمن رمضان.الشرقيه,"Oils, edible",Food,"Oils, vegetable, hydrogenated, edible...","Oils, vegetable, hydrogenated, edible..."
Cepack Packaging Materials,"+20 55 4411066, 055-4494200, 055-4411067, 055-4411068, 055-4411069",العاشرمن رمضان.الشرقيه,Corrugated paper and board,Paper and board,Corrugated cardboard...,Corrugated cardboard...
"El-Farasha Co. for Manufacture, Printing Packing & Wrapping Materials","+20 55 4498576, 055-4498239, 055-4498224, 055-4413124, 010-2418209, 010-2418208, 010-1774412",العاشرمن رمضان.الشرقيه,Rotary printing,Printing and publishing,"Printing services, rotogravure...","Printing services, rotogravure..."
Arabia Machinery Technology,"+20 55 2319321, 011-9030444",الزقازيق.الشرقيه,Equipment for telephone networks,Electronic equipment. Telecommunications equipment,Facsimile (fax) machines...,"Facsimile (fax) machines...Importer of stationery equipments[photocopiers, computer, printers, faxes]. Importer of medical accessories [medical glasses frame- blade sharpner automatic]. Exporter of marble. Legal form: Individual Ent. Legal Sector:Private"
Uranus Egypt Export & Import,"+20 55 4488510, 012-22189042",العاشرمن رمضان.الشرقيه,Textiles,Fabrics for industrial use NES,Textile spinning and twisting machinery...,"Textile spinning and twisting machinery...Importer of all kinds of machines [spinning & weaving, twisting, dyeing & printing] spare parts all kinds of raw & dyes fabric. Legal form: Individual Ent. Legal Sector:Private"
Advanced Sinaa Electrics,"+20 55 4384273, 010-1446595, 010-1433310",العاشرمن رمضان.الشرقيه,Electric motor components,Engines and mechanical parts,Electrical equipment. Nuclear equipment...,Electrical equipment. Nuclear equipment...
Helal for Modern Plastically Industries,"+20 55 4411802, 055-4411803, 055-4411804",العاشرمن رمضان.الشرقيه,"Household articles, plastic",Plastic products,"Baskets, plastic, domestic...","Baskets, plastic, domestic..."
Khattab Mirrors,"+20 55 4410216, 010-61437098",العاشرمن رمضان.الشرقيه,Mirrors,"Glass, cement and ceramics","Mirrors, unframed...","Mirrors, unframed...Manufacturer & exporter of mirrors. Legal form: Ltd. Partnership Legal Sector:Private"
Egyptian for Dairy Product & Food Additives,"+20 55 4361941, 055-4361948",العاشرمن رمضان.الشرقيه,Food,Milks,"Milk, condensed and dried...","Milk, condensed and dried..."
Al-Amir for Porcelain & Ceramic Production,"+20 55 4411484, 055-4482301, 055-4369167, 055-4369168, 055-4411486",العاشرمن رمضان.الشرقيه,Ceramic bricks,"Glass, cement and ceramics","Bricks, ceramic or clinker, glazed...","Bricks, ceramic or clinker, glazed..."
Dr.Greiche/10th of Ramadan for Glass Products,"+20 55 4410001, 055-4410003, 055-4410004, 055-4410005, 055-4410006, 055-4410013, 055-4410014, 055-4412202, 055-4412201, 055-4412200, 055-4410206, 055-4410202, 055-4410207, 055-4410208, 055-4410209",العاشرمن رمضان.الشرقيه,"Glazing, glass","Glass, cement and ceramics","Doors, glass...","Doors, glass..."
Misr El-Hegaz for Vinyl Compounds & Packaging Materials,"+20 55 4410141, 055-4410142, 055-4410144, 055-4410140, 055-4410143, 010-2555128",العاشرمن رمضان.الشرقيه,Plastic foams,Plastic products,"Packagings, expanded/foam plastic...","Packagings, expanded/foam plastic..."
Alamia for Sanitary Fittings,"+20 55 4410305, 055-4410605",العاشرمن رمضان.الشرقيه,"Metal pipework, valves and containers","Valves, cocks, taps and fittings, by metal type","Taps and cocks, brass...","Taps and cocks, brass..."
Kemet Airport Suppliers & Contractors,+20 55 4366277,العاشرمن رمضان.الشرقيه,"Timber, wooden products, machinery and equipment for the woodworking industry","Cork, cut cork and products derived from cork","Wall coverings, cork...","Wall coverings, cork..."
Egyptian Industrialisation,"+20 55 4410057, 055-4410058, 055-4410059, 055-4411465, 011-12326687",العاشرمن رمضان.الشرقيه,Hygiene and cleaning,"Washing machines and equipment, domestic","Washing machines, electric, domestic...","Washing machines, electric, domestic..."
Ideal Standard Int'l/Egyptian American for Sanitary Wares S.A.E,"+20 55 4410040, 055-4410041, 055-4410042, 010-5390549",العاشرمن رمضان.الشرقيه,Kitchen sinks,Furniture and linen,"Sinks and washbasins, earthenware...","Sinks and washbasins, earthenware..."
Bishr Glass Industries,"+20 55 4413259, 055-4412828, 055-4411123, 012-81806800",العاشرمن رمضان.الشرقيه,Hollow glassware for domestic and catering use,"Glass, cement and ceramics","Glassware, heat resistant, domestic or catering...","Glassware, heat resistant, domestic or catering..."
Egyptian Glass,"+20 55 4410474, 055-4410464, 055-4410467, 055-4410468, 055-4410469, 055-4412593, 055-4412590, 055-4410831, 055-4410832, 055-4392000",العاشرمن رمضان.الشرقيه,Flat glass,"Glass, cement and ceramics","Glass, flat, polished plate...","Glass, flat, polished plate..."
Mondial for Plastics & Refrigerators Components,"+20 55 4410139, 055-4410434, 055-4498430, 055-4498446, 055-4498417",العاشرمن رمضان.الشرقيه,Plastic foams,Plastic products,"Foams, plastic, flexible...","Foams, plastic, flexible..."
The National for Glass & Crystal,"+20 55 4410367 4 Lines, 010-1790571",العاشرمن رمضان.الشرقيه,"Glass bottles, flasks and jars","Glass, cement and ceramics","Bottles, glass, for drinks and beverages...","Bottles, glass, for drinks and beverages..."
Dow Mideast Systems SAE,"+20 55 4501042, 055-4501045, 055-4501440, 055-4501047, 055-4501049, 055-4501048",العاشرمن رمضان.الشرقيه,Compressed and liquefied gases. Chemicals for refrigeration,Chemical base materials,Acetylene...,Acetylene...
Misr El-Hegaz for Pipes Manufacturing & Plastic Products,"+20 55 4410140, 055-4410141, 055-4410142, 055-4410143, 055-4410144, 055-4410145",العاشرمن رمضان.الشرقيه,"Pipes, tubes, ducts and hoses, plastic",Plastic products,"Pipes and tubes, polyethylene (PE)...","Pipes and tubes, polyethylene (PE)..."
United for Manufacturing Oils & Packaging,"+20 55 4410533, 055-4410298, 055-4410307, 010-1604782, 010-1604775",العاشرمن رمضان.الشرقيه,Hygiene and cleaning,Bath and shower products,"Soaps, hard, bath and shower use...","Soaps, hard, bath and shower use..."
Arab Agricultural Packing Fruit & Vegetables,"+20 55 9580635, 012-27785282, 012-21607387",بلبيس.الشرقيه,Agriculture and forestry,Root vegetables,Tuberous and rhizome vegetables...,Tuberous and rhizome vegetables...
Gomhoria Horus Factory for Compensatory Instrument & Moving Chairs,"+20 55 4413338, 055-4413337",العاشرمن رمضان.الشرقيه,"Health, medical and pharmaceutical","Prostheses, medical","Prostheses, lower limb...","Prostheses, lower limb..."
New A.W.A Chemicals,"+20 55 4364942, 012-22465788, 012-22122272",العاشرمن رمضان.الشرقيه,Raw materials for pharmaceuticals,Chemical base materials,Chemical products...,"Chemical products...Importer & distributor of chemical used in industrial materials, foodstuffs & pharmaceuticals. COMM.REGISTRY NO.:- 764 10th of Ramadan Legal form: Ltd. Partnership Legal Sector:Private"
Gabr for Import & Export Est.,"+20 55 2300100, 055-2300200",الزقازيق.الشرقيه,Baths,Furniture and linen,Toilets...,"Toilets...Importer of sanitary ware & accessories Authorized dealer of Gemma, Grohe, Idel Standard Co.[ceramic] [local product]. Legal form: Ltd. Liability Legal Sector:Private"
Egytech Cables,"+20 55 4411350, 055-4411351, 055-4411352, 055-4411353, 055-4411354, 055-4411355, 055-4411356, 055-4411357, 055-4411358, 055-4411359, 055-4411360, 055-4411361, 055-4411362, 055-4411363, 055-4411364, 010-1608932, 012-28914349, 012-22524314, 012-82932210",العاشرمن رمضان.الشرقيه,Electrical equipment. Nuclear equipment,Electric conductors,"Conductors, aluminium, non-insulated...","Conductors, aluminium, non-insulated..."
