Product Code,Product Label,"UAE export to russia Value in 2022, USD thousands","nnual growth in value between 2018-2022, %, p.a","Russia Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported Uae to russia in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"russia import from world Value in 2022, USD thousand ","Annual growth in value between russia import from world 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported russia to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"uae to world export Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world exports, % ",Quantity exported Uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
790390,"Zinc powders and flakes (excl. grains of zinc, and spangles of heading 8308, and zinc dust)", , , ,3, , , ,0,358,10,0,58,Tons,"6,172","1,497",17,1,58,Tons,"5,259",2
790400,"Zinc bars, rods, profiles and wire, n.e.s.", , , ,5, , , ,0,"3,336",30,2,761,Tons,"4,384",541,136,0,"1,055",Tons,"4,051",4
790500,"Zinc plates, sheets, strip and foil", , , ,5, , , ,0,299,33,0,53,Tons,"5,642",65,-30,0,1,Tons,"12,000",1
790700,"Articles of zinc, n.e.s.", , , ,4, , , ,22,"6,981",4,0,579,Tons,"12,057",748,2,0,0,Tons, ,325
800110,"Unwrought tin, not alloyed", , , ,1, , , ,0,"14,184",61,0,481,Tons,"29,489", , , ,790,Tons,"25,222",3
800120,Unwrought tin alloys, , , ,1, , , ,0,182,-10,0,5,Tons,"36,400","12,625",1,3,249,Tons,"15,124",15
800200,"Tin waste and scrap (excl. ash and residues from the manufacture of tin of heading 2620, and . . .", , , ,2, , , ,4, , , , ,Tons, ,965,84,1,187,Tons,"11,877",
800300,"Tin bars, rods, profiles and wire, n.e.s.", , , ,1, , , ,0,"1,593",9,0,45,Tons,"35,400",40,-32,0,138,Tons,"35,783",1
800700,"Articles of tin, n.e.s.", , , ,0, , , ,12,182,-19,0,0,Tons, ,76,-12,0,0,Tons, ,16
810110,Tungsten powders, , , ,15, , , ,0,186,-10,0,3,Tons,"62,000",8,136,0,1,Tons,"121,000",
810194,"Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering", , , ,15, , , ,1,940,3,1,22,Tons,"42,727",6,69,0,0,Tons, ,
810196,Tungsten wire, , , ,11, , , ,1,"2,579",6,2,13,Tons,"198,385",7,21,0,2,Tons,"81,000",
810197,Tungsten waste and scrap (excl. ash and residues containing tungsten), , , ,0, , , ,2,"2,605",-19,1,101,Tons,"25,792","1,900",160,0,3,Tons,"1,000",
810199,"Articles of tungsten, n.e.s.", , , ,13, , , ,14,"2,730",14,1,38,Tons,"71,842",28,-63,0,7,Tons,"88,571",-
810210,Molybdenum powders, , , ,15, , , ,0,"2,385",-12,3,47,Tons,"50,745", , , ,0,Tons, ,
810294,"Unwrought molybdenum, incl. bars and rods obtained simply by sintering", , , ,15, , , ,0,"5,873",-7,4,116,Tons,"50,629",16, ,0,5,Tons,"44,200",
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, . . .", , , ,11, , , ,1,"5,367",13,3,75,Tons,"71,560", , , ,6,Tons,"90,000",
810296,Molybdenum wire, , , ,11, , , ,0,"1,986",23,4,23,Tons,"86,348",3, ,0,0,Tons, ,
810297,Molybdenum waste and scrap (excl. ash and residues containing molybdenum), , , ,5, , , ,2, , , , ,Tons, ,14, ,0,43,Tons,"43,837",
810299,"Articles of molybdenum, n.e.s.", , , ,11, , , ,6,715,25,0,11,Tons,"65,000",203, ,0,2,Tons,"143,000",
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum . . .", , , ,0, , , ,1,"12,430",9,2,23,Tons,"540,435", , , ,7,Tons,"431,571",
810390,"Articles of tantalum, n.e.s.", , , ,15, , , ,14,"8,464",12,2,12,Tons,"705,333", , , ,1,Tons,"162,000",
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium", , , ,6, , , ,1,"38,667",54,2,"6,799",Tons,"5,687", , , ,"14,031",Tons,"5,586",
810419,"Unwrought magnesium, containing < 99,8% by weight of magnesium", , , ,15, , , ,1,750,86,0,65,Tons,"11,538", , , ,840,Tons,"2,364",
810420,"Magnesium waste and scrap (excl. ash and residues containing magnesium, and raspings, turnings . . .", , , ,5, , , ,3,7,172,0,10, ,700,"2,991",156,1,"8,061", ,495,
810430,"Magnesium raspings, turnings and granules, graded according to size; magnesium powders", , , ,15, , , ,2,865,-7,0,192,Tons,"4,505", , , ,87,Tons,"6,402",
810490,"Articles of magnesium, n.e.s.", , , ,15, , , ,8,"1,667",-11,1,156,Tons,"10,686",288,22,0,21,Tons,"17,952",4
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt . . ., , , ,5, , , ,14,"16,008",22,0,269,Tons,"59,509","3,846",247,0,209,Tons,"33,062",
810530,Cobalt waste and scrap (excl. ash and residues containing cobalt), , , , , , , ,, , , , , , ,270,2,0,2, ,"10,500",
810590,"Articles of cobalt, n.e.s.", , , ,8, , , ,14,"4,802",3,1,29,Tons,"165,586",67,-17,0,"2,914",Tons,"8,743",-
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing . . .", , , ,10, , , ,16,785,15,1,90,Tons,"8,722",2, ,0,0,Tons, ,
810720,Unwrought cadmium; cadmium powders, , , ,8, , , ,1,231,-34,0,78,Tons,"2,962","2,208",63,4,1,Tons,"10,000",
810820,Unwrought titanium; titanium powders, , , ,15, , , ,60,"4,263",-28,0,497,Tons,"8,577",133,126,0,4,Tons,"66,000",
810830,Titanium waste and scrap (excl. ash and residues containing titanium), , , ,5, , , ,4,"1,660",-53,0,418,Tons,"3,971",708,3,0, ,Tons, ,13
810890,"Articles of titanium, n.e.s.", , , ,7, , , ,162,"35,060",3,1,0,Tons, ,"1,658",32,0,0,Tons, ,7
810920,Unwrought zirconium; zirconium powders, , , ,15, , , ,1,"6,863",25,9,100,Tons,"68,630",11, ,0, ,Tons, ,
810990,"Articles of zirconium, n.e.s.", , , ,15, , , ,7,574,-7,0,13,Tons,"44,154",14, ,0,1,Tons,"103,000",
811010,Unwrought antimony; antimony powders, , , ,6, , , ,0,216,0,0,5,Tons,"43,200", , , ,11,Tons,"11,909",1
811100,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excl. ash and residues containing . . .", , , ,2, , , ,24,"233,804",17,10,"60,906",Tons,"3,839",455,43,0,498,Tons,"4,669",
811212,Unwrought beryllium; beryllium powders, , , , , , , ,,"1,165",422,7,1, ,"1,165,000", , , , , , ,
811219,"Articles of beryllium, n.e.s.", , , ,15, , , ,7,"9,409",67,25,3,Tons,"3,136,333",1,-41,0,0,Tons, ,
811221,Unwrought chromium; chromium powders, , , ,15, , , ,0,57,-10,0,2,Tons,"28,500", , , ,43,Tons,"11,837",-
811222,Chromium waste and scrap (excl. ash and residues containing chromium and chromium alloys containing . . ., , , , , , , ,,15, ,0,2,Tons,"7,500", , , , ,Tons, ,
811229,"Articles of chromium, n.e.s.", , , ,15, , , ,6,15,-27,0,0,Tons, ,46, ,0,1,Tons,"277,000",
811259,"Articles of thallium, n.e.s.", , , , , , , ,,4, ,0,0,No quantity, , , , , ,No quantity, ,
811292,"Unwrought niobium ""columbium"", gallium, indium, vanadium and germanium; powders and waste and . . .", , , ,7, , , ,24,"1,152",-14,0,16,Tons,"72,000", , , ,0,Tons, ,
811299,"Articles of niobium ""columbium"", gallium, indium, vanadium and germanium, n.e.s.", , , ,9, , , ,5,"6,591",-3,2,8,Tons,"823,875",436, ,0,3,Tons,"20,667",
811300,"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excl. ash and residues containing . . .", , , ,8, , , ,60,"6,121",-12,0,135,Tons,"45,341",200,50,0,38,Tons,"81,158",
820110,"Spades and shovels, with working parts of base metal", , , ,9, , , ,0,"13,894",22,3,"7,581",No quantity,"1,833",168,-38,0,0,No quantity, ,10
820130,"Mattocks, picks, hoes and rakes, with working parts of base metal (excl. ice axes)", , , ,9, , , ,0,"4,040",9,1,"1,263",Tons,"3,199","1,883",5,0,0,Tons, ,2
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excl. ice axes)", , , ,9, , , ,0,"6,736",-1,2,0,Tons, ,84,-51,0,0,Tons, ,15
820150,"Secateurs and similar one-handed pruners and shears, incl. poultry shears, with working parts . . .", , , ,9, , , ,0,"11,198",17,3,"1,213",Tons,"9,232",5,-63,0,0,Tons, ,5
820160,"Hedge shears, two-handed pruning shears and similar two-handed shears, with working parts of . . .", , , ,9, , , ,0,"4,680",17,2,0,Tons, ,13,-14,0,0,Tons, ,4
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, . . .", , , ,11, , , ,0,"5,001",7,1,0,Tons, ,311,-40,0,0,Tons, ,4
820210,"Handsaws, with working parts of base metal (excl. power-operated saws)", , , ,3, , , ,0,"11,002",4,3,0,Tons, ,474,17,0,0,Tons, ,17
820220,Bandsaw blades of base metal, , , ,2, , , ,0,"36,382",5,5,0,Tons, ,218,-5,0,0,Tons, ,15
820231,"Circular saw blades, incl. slitting or slotting saw blades, of base metal, with working parts . . .", , , ,2, , , ,0,"16,211",-2,2,0,Tons, ,108,-26,0,0,Tons, ,14
820239,"Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, . . .", , , ,2, , , ,0,"51,896",13,4,0,No quantity, ,"11,778",234,1,0,No quantity, ,50
820240,Chainsaw blades of base metal, , , ,2, , , ,0,"28,510",58,4,0,Tons, ,10,27,0,43,Tons,"19,930",19
820291,"Straight saw blades, of base metal, for working metal", , , ,2, , , ,0,"1,166",7,1,86,Tons,"13,558",9,-31,0,0,Tons, ,8
820299,"Saw blades, incl. toothless saw blades, of base metal (excl. bandsaw blades, circular saw blades, . . .", , , ,2, , , ,0,"15,546",3,2,0,Tons, ,263,2,0,0,Tons, ,1
820310,"Files, rasps and similar hand tools of base metal", , , ,9, , , ,7,"5,254",-1,2,618,Tons,"8,502",60,9,0,0,Tons, ,20
820320,"Pliers, incl. cutting pliers, pincers and tweezers for non-medical use and similar hand tools, . . .", , , ,9, , , ,14,"40,831",8,2,0,Tons, ,532,21,0,0,Tons, ,57
820330,"Metal-cutting shears and similar hand tools, of base metal", , , ,9, , , ,7,"4,564",11,2,0,No quantity, ,55,-19,0,0,No quantity, ,11
820340,"Pipe-cutters, bolt croppers, perforating punches and similar hand tools, of base metal", , , ,9, , , ,7,"5,382",9,2,0,Tons, ,130,-10,0,0,Tons, ,19
820411,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, non-adjustable", , , ,3, , , ,11,"45,109",9,2,0,No quantity, ,413,-2,0,0,No quantity, ,54
820412,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, adjustable . . .", , , ,3, , , ,11,"15,508",14,2,0,Tons, ,282,3,0,0,Tons, ,12
820420,"Interchangeable spanner sockets, with or without handles, of base metal", , , ,2, , , ,11,"33,291",13,2,0,No quantity, ,260,11,0,0,No quantity, ,24
820510,"Hand-operated drilling, threading or tapping hand tools", , , ,3, , , ,11,"2,687",11,1,0,Tons, ,"1,599",38,1,0,Tons, ,19
820520,Hammers and sledge hammers with working parts of base metal, , , ,3, , , ,11,"13,400",9,2,"5,575",No quantity,"2,404",167,4,0,0,No quantity, ,36
820530,"Planes, chisels, gouges and similar cutting tools for working wood", , , ,3, , , ,11,"3,833",8,2,669,No quantity,"5,729",100,-4,0,0,No quantity, ,18
820540,Hand-operated screwdrivers, , , ,3, , , ,11,"24,277",9,3,0,No quantity, ,77,-22,0,0,No quantity, ,46
820551,"Household hand tools, non-mechanical, with working parts of base metal, n.e.s.", , , ,3, , , ,22,"30,877",3,2,0,No quantity, ,171,2,0,0,No quantity, ,43
820559,"Hand tools, incl. glaziers' diamonds, of base metal, n.e.s.", , , ,2, , , ,68,"90,964",9,2,0,No quantity, ,"1,905",15,0,0,No quantity, ,247
820560,Blowlamps and the like (excl. gas-powered blowlamps), , , ,5, , , ,11,"1,584",14,1,210,Tons,"7,543",4,-34,0,0,Tons, ,
820570,"Vices, clamps and the like (excl. accessories for and parts of machine tools or water-jet cutting . . .", , , ,3, , , ,11,"12,600",4,1,0,No quantity, ,476,3,0,0,No quantity, ,25
820590,Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; sets of articles . . ., , , ,3, , , ,22,"4,822",-4,1,0,No quantity, ,626,-3,0,0,No quantity, ,47
820600,"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale", , , ,3, , , ,0,"78,710",23,6,0,No quantity, ,641,-26,0,0,No quantity, ,91
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal . . .", , , ,5, , , ,8,"7,659",-24,1,0,No quantity, ,592,-1,0,0,No quantity, ,48
820719,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts . . .", , , ,4, , , ,24,"77,122",6,3,0,No quantity, ,"18,720",9,1,0,No quantity, ,525
820720,Interchangeable dies for drawing or extruding metal, , , ,2, , , ,14,"11,288",3,1,663,Tons,"17,026","1,128",-15,0,0,Tons, ,22
820730,"Interchangeable tools for pressing, stamping or punching", , , ,5, , , ,16,"89,784",-2,2,0,Tons, ,338,1,0,0,Tons, ,11
820740,"Tools for tapping or threading, interchangeable", , , ,5, , , ,21,"29,979",9,2,0,No quantity, ,312,16,0,0,No quantity, ,9
820750,"Tools for drilling, interchangeable (excl. rock-drilling or earth-boring tools and tools for . . .", , , ,5, , , ,42,"120,885",5,3,0,No quantity, ,908,-2,0,0,No quantity, ,10
820760,Interchangeable tools for boring or broaching, , , ,5, , , ,35,"2,835",-13,1,0,Tons, ,133,-8,0,0,Tons, ,-
820770,Interchangeable tools for milling, , , ,5, , , ,35,"49,476",6,2,0,No quantity, ,"2,022",31,0,0,No quantity, ,-
820780,Interchangeable tools for turning, , , ,5, , , ,21,"13,401",19,3,0,Tons, ,133,3,0,0,Tons, ,5
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, . . .", , , ,5, , , ,49,"43,399",1,1,0,No quantity, ,"5,892",1,0,0,No quantity, ,88
820810,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for m . . .", , , ,5, , , ,0,"56,076",32,5,0,Tons, ,144,-26,0,0,Tons, ,28
820820,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for w . . .", , , ,3, , , ,0,"8,981",-5,2,0,Tons, ,23,-12,0,0,Tons, ,
820830,"Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the . . .", , , ,5, , , ,1,"3,972",-17,1,0,Tons, ,53,-35,0,0,Tons, ,15
820840,"Knives and cutting blades, of base metal, for agricultural, horticultural or forestry machines . . .", , , ,5, , , ,0,"15,306",3,2,0,Tons, ,85,213,0,0,Tons, ,
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excl. . . .", , , ,5, , , ,0,"21,149",0,1,0,No quantity, ,744,-2,0,0,No quantity, ,21
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets", , , ,4, , , ,0,"108,886",0,2,0,Tons, ,397,2,0,0,Tons, ,20
821000,"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, . . .", , , ,12, , , ,0,"8,036",4,1,0,Tons, ,126,-2,0,0,Tons, ,10
821110,Sets of assorted articles of knives of heading 8211; sets in which there is a higher number . . ., , , ,15, , , ,1,"8,677",12,2,"1,067",No quantity,"8,132",38,6,0,0,No quantity, ,7
821191,"Table knives having fixed blades of base metal, incl. handles (excl. butter knives and fish . . .", , , ,15, , , ,2,"3,585",28,1,281,Tons,"12,758",604,33,0,0,Tons, ,9
821192,"Knives with fixed blades of base metal (excl. straw knives, machetes, knives and cutting blades . . .", , , ,7, , , ,1,"29,262",3,2,0,No quantity, ,407,55,0,0,No quantity, ,27
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excl. razors)", , , ,6, , , ,1,"12,327",10,1,0,No quantity, ,117,-14,0,0,No quantity, ,5
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211", , , ,15, , , ,1,"7,897",8,3,0,Tons, ,71,-9,0,0,Tons, ,5
821195,"Handles of base metal for table knives, pocket knives and other knives of heading 8211", , , ,15, , , ,1,44,4,0,4,Tons,"11,000",22,-9,0,0,Tons, ,
821210,Non-electric razors of base metal, , , ,13, , , ,0,"39,201",-8,2,0,No quantity, ,"5,469",18,0,0,No quantity, ,228
821220,"Safety razor blades of base metal, incl. razor blade blanks in strips", , , ,12, , , ,0,"70,557",0,4,0,No quantity, ,"2,496",7,0,0,No quantity, ,-
821290,Parts of non-electric razors of base metal (excl. safety razor blades and razor blade blanks . . ., , , ,10, , , ,0,"2,115",-11,1,74,No quantity,"28,581",118,35,0,0,No quantity, ,6
821300,"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excl. hedge . . .", , , ,15, , , ,6,"17,396",6,2,0,No quantity, ,388,25,0,0,No quantity, ,10
821410,"Paperknives, letter openers, erasing knives, pencil sharpeners and blades therefor, of base . . .", , , ,15, , , ,7,"6,980",8,3,0,Tons, ,15,-24,0,0,Tons, ,5
821420,"Manicure or pedicure sets and instruments, incl. nail files, of base metal (excl. ordinary . . .", , , ,12, , , ,6,"10,865",-4,2,0,No quantity, ,117,-4,0,0,No quantity, ,23
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.", , , ,15, , , ,12,"6,202",4,3,816,No quantity,"7,600",56,-28,0,0,No quantity, ,4
821510,"Sets of spoons, forks or other articles of heading 8215, which may also contain up to an equivalent . . .", , , ,15, , , ,30,183,-16,0,0,Tons, ,33,1,0,0,Tons, ,29
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, . . .", , , ,14, , , ,20,"12,107",15,1,"1,549",Tons,"7,816",205,-1,0,0,Tons, ,39
821591,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and . . .", , , ,15, , , ,10,463,-1,1,7,Tons,"66,143",9,21,0,0,Tons, ,3
821599,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and . . .", , , ,15, , , ,20,"19,285",6,1,0,No quantity, ,512,0,0,0,No quantity, ,15
830110,Padlocks of base metal, , , ,15, , , ,0,"11,995",-1,1,"3,395",Tons,"3,533",241,11,0,0,Tons, ,15
830120,"Locks used for motor vehicles, of base metal", , , ,13, , , ,12,"14,622",-27,0,769,Tons,"19,014",480,-6,0,0,Tons, ,36
830130,"Locks used for furniture, of base metal", , , ,10, , , ,0,"13,256",8,3,"1,933",No quantity,"6,858",319,15,0,"1,461",No quantity,"7,283",39
830140,Locks of base metal (excl. padlocks and locks for motor vehicles or furniture), , , ,12, , , ,3,"64,508",4,1,"8,019",No quantity,"8,044","2,441",14,0,0,No quantity, ,73
830150,"Clasps and frames with clasps, incorporating locks, of base metal", , , ,15, , , ,1,790,-4,1,46,Tons,"17,174",53,-36,0,206,Tons,"7,345",2
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, . . .", , , ,15, , , ,0,"59,249",7,2,"9,253",Tons,"6,403",789,30,0,"4,403",Tons,"7,662",43
830170,"Keys presented separately for padlocks, locks, clasps and frames with clasps incorporating . . .", , , ,15, , , ,1,"1,531",-10,0,167,Tons,"9,168",335,16,0,133,Tons,"12,541",3
830210,"Hinges of all kinds, of base metal", , , ,0, , , ,6,"195,975",4,3,"37,352",Tons,"5,247","1,372",7,0,0,Tons, ,125
830220,Castors with mountings of base metal, , , ,0, , , ,0,"21,113",13,2,"5,313",Tons,"3,974",102,-16,0,0,Tons, ,5
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excl. hinges . . .", , , ,13, , , ,12,"26,705",-24,0,"3,485",Tons,"7,663","1,141",13,0,"3,552",Tons,"25,302",302
830241,Base metal mountings and fittings suitable for buildings (excl. locks with keys and hinges), , , ,10, , , ,0,"295,808",8,3,"54,665",Tons,"5,411","3,578",6,0,"15,671",Tons,"7,629",500
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excl. locks with . . .", , , ,0, , , ,0,"341,239",10,4,"80,808",Tons,"4,223","1,541",34,0,"14,642",Tons,"5,914",127
830249,"Base metal mountings, fittings and similar articles (excl. locks with keys, clasps and frames . . .", , , ,0, , , ,0,"23,534",-5,1,"4,070",No quantity,"5,782","2,212",-9,0,"2,273",No quantity,"20,993",66
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal", , , ,12, , , ,0,"34,476",-1,1,"5,225",Tons,"6,598","1,343",8,0,0,Tons, ,100
830260,Automatic door closers of base metal, , , ,8, , , ,0,"31,875",6,3,0,Tons, ,474,8,0,0,Tons, ,143
830300,"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, . . .", , , ,8, , , ,12,"4,940",-3,0,868,Tons,"5,691",394,-12,0,0,Tons, ,9
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands . . .", , , ,15, , , ,0,"3,533",31,1,819,Tons,"4,314",631,-5,0,0,Tons, ,7
830510,"Fittings for loose-leaf binders or files, of base metal (excl. drawing pins and clasps for . . .", , , ,15, , , ,0,"4,183",7,2,"1,391",Tons,"3,007",9,-4,0,196,Tons,"6,122",
830520,"Staples in strips, of base metal", , , ,13, , , ,0,"8,095",5,1,"3,331",Tons,"2,430",45,-10,0,"1,370",Tons,"2,763",10
830590,"Office articles such as letter clips, letter corners, paper clips and indexing tags, of base . . .", , , ,15, , , ,0,"6,512",7,3,"2,074",Tons,"3,140",23,-24,0,624,Tons,"7,006",5
